gNa,gto,gCaL,gKr,gKs,gK1,"gb,Na","gb,Ca",gKur,INaCa(max),INaK(max),"Ip,Ca(max)",Iup(max),krel,[Cmdn]max,[Trpn]max,[Csqn]max,"tau,tr"
8.924770725,0.2053393223,0.1452864548,0.0255880664,0.1421926451,0.0772376777,0.0006338105,0.0012110067,1.2083104605,1788.4532783412,0.6791602128,0.3119173408,0.0041676711,34.2150484654,0.0599081903,0.0816865693,9.140290128,138.87188903
6.626835272,0.1457627589,0.1294962149,0.0336729344,0.1534650208,0.1122312692,0.0007853801,0.0009101873,1.2355384916,1293.5328488206,0.7164542618,0.3402734605,0.005168847,25.6336042974,0.0512837017,0.0771286162,8.4366729154,178.0307849828
7.1925908603,0.1796784911,0.1347197351,0.0323740527,0.1241527935,0.0685535424,0.0008240616,0.0012883728,0.8310286421,1566.2103048255,0.6043490695,0.2207585396,0.0057617419,35.3430889957,0.0573576928,0.080835,8.0098231639,150.7123849861
6.8956262152,0.1746344548,0.1254554087,0.0351480671,0.1580424971,0.1041605908,0.0007468407,0.0012141639,0.971744457,1496.6090139827,0.4610710744,0.2169583765,0.0038983248,35.9460180905,0.0474471948,0.0554424287,11.32641252,158.1239517829
7.170858677,0.2061477353,0.1485123983,0.0290991134,0.0969888497,0.1062883349,0.0005853786,0.0012780249,1.1726429673,1596.848931613,0.7118442245,0.2148479729,0.005310337,25.2895530069,0.037878672,0.0539939774,10.4817095385,209.5756732314
8.7414262683,0.1354678299,0.149345475,0.0276769626,0.1581734123,0.1010220686,0.0006939856,0.001120625,1.1210834789,1445.3129202484,0.4650970842,0.3288947722,0.0057296415,32.7484466398,0.0518912562,0.0830683442,9.7971773892,200.1202187705
9.1535717971,0.1953332145,0.1373426709,0.0358575118,0.1169126706,0.1069807683,0.0006345639,0.0009227192,0.9100027311,1905.3035784992,0.7099999602,0.2616011711,0.004191014,24.466008959,0.0546367846,0.081578144,11.097908437,187.4457045495
8.0975911791,0.1751968723,0.139775561,0.0334388798,0.1281279996,0.075006891,0.0006913689,0.0008583902,0.9104127479,1241.1540353366,0.6174345142,0.2628842413,0.0050132373,34.3520998715,0.0499448642,0.0761765717,11.3314251285,142.398731821
8.9710086594,0.1842252777,0.1520542726,0.030958967,0.1280752957,0.072733082,0.0006653585,0.0009378695,1.0004521194,1559.3355183883,0.5425424196,0.3416452817,0.0052330877,23.4469351635,0.0464571482,0.0603135542,8.2047179426,220.628526701
7.8502670348,0.1977943556,0.1106369324,0.0331314014,0.1486855166,0.0968856876,0.0005190641,0.0008653697,1.2398576108,1918.8563204569,0.6445165124,0.3371059854,0.004998151,36.4857439324,0.0520193656,0.0534574323,7.5079912231,219.6512109633
6.4436261183,0.1874295307,0.132323815,0.0312545267,0.1357765101,0.0804647263,0.0005313286,0.0010449209,1.1472180583,1979.8280901982,0.6403827081,0.2255131666,0.004004065,33.053471633,0.0575600339,0.0871912419,11.1406460282,168.0292194002
7.6231756616,0.1907672502,0.1367864348,0.0322684058,0.15858056,0.0743704389,0.0007170338,0.0009880759,1.1694218492,1314.8619779447,0.555984283,0.2857043015,0.004236918,28.8745659983,0.0559231909,0.0554162855,12.4491074283,149.4385128609
6.3685953981,0.1637659946,0.0934761093,0.0361973031,0.1417620004,0.0710665475,0.0006291543,0.0011610905,1.1791805905,1234.0815465187,0.4524048139,0.3225029649,0.0040770284,23.0484151421,0.0524377033,0.0659730497,12.4771573878,151.1002278662
6.2836200968,0.2018733403,0.1300619917,0.030929757,0.1163787018,0.0806097021,0.0006037876,0.0008864528,1.1510754201,1503.1452687118,0.4582552038,0.2940319521,0.0051128393,28.2973331788,0.0511009462,0.0818206687,8.9129819734,189.1438553503
8.9679427159,0.2000942093,0.1262134904,0.0280114675,0.1445208177,0.0717585809,0.0006820038,0.0011842977,0.9251470938,1686.4075018262,0.6190230075,0.2830203755,0.0048867803,26.4241138967,0.0617558312,0.069825099,7.9682456919,207.3588313232
7.5261827942,0.1352217932,0.1413317879,0.029395493,0.1033389652,0.0970229713,0.0008003423,0.0010803472,0.946479589,1682.4665325215,0.60360642,0.2155963266,0.0059353654,37.0045289889,0.0623916699,0.0527321109,10.360543503,150.8674219879
9.3358087444,0.1273390955,0.1054824676,0.0359957955,0.1419339182,0.0793885226,0.0005845315,0.0012801383,0.7850388154,1283.3748519784,0.6182255159,0.255063185,0.0041234322,34.8334729522,0.0573944054,0.0615553591,7.7454269493,164.2757975708
5.8847823979,0.1672938286,0.1439250682,0.0241226112,0.1089561151,0.0759059669,0.0005806581,0.0011133959,0.8760085313,1758.6425016051,0.6041222932,0.2157897613,0.0043387924,23.2790202317,0.0486613286,0.0612625968,7.8479674265,211.8327327815
9.5408733353,0.1611763978,0.125068936,0.0345808238,0.127834627,0.0947000254,0.0007069407,0.0012581216,1.0149906818,1789.0807181665,0.6597461019,0.2105149432,0.005693713,33.0931139762,0.061173877,0.0566976308,7.9990536525,211.1886653583
7.8145650006,0.1641892023,0.1436336204,0.0298315593,0.1157118858,0.1116493463,0.0007141365,0.0009258753,1.158275341,1284.8927490274,0.6304604047,0.3274670623,0.005262504,36.6576576271,0.0378586569,0.0762081359,9.0710027237,173.0573714276
9.5741660836,0.1313806355,0.1139596867,0.0238769122,0.0987235616,0.1080356716,0.0008075051,0.0012716789,0.9884451534,1419.3119898622,0.6248224616,0.3192224813,0.005425028,33.3375203132,0.0552020048,0.0853044492,8.9820806853,165.3925297039
9.1670835746,0.1573938547,0.1499809965,0.0365644322,0.1558104819,0.1070869988,0.0005708474,0.0010908321,0.9728212157,1736.8156371802,0.6225230618,0.247766093,0.0045437457,30.8769498849,0.0432622692,0.0568227972,11.7910443635,182.5561921218
7.2431114078,0.1672382716,0.107267272,0.0293817091,0.1576124855,0.1004001001,0.0006945718,0.0010980138,0.8875292182,1383.2713707259,0.6602129165,0.3059545679,0.0058825359,23.876580769,0.056999458,0.0742950813,10.6562582046,136.8422222342
8.6621608406,0.1317029393,0.1258650839,0.0256723882,0.1566192091,0.1104765931,0.0007194946,0.0009690897,1.1105230647,1328.8584379212,0.7284987116,0.3411130754,0.004209251,31.5407056226,0.0461011222,0.0748797138,10.2253817421,219.4516114562
9.175144061,0.1442778271,0.1518099812,0.0350720519,0.1005620458,0.0757790687,0.0006739564,0.0012869885,1.1359740428,1498.7151262632,0.5551302036,0.3175605427,0.0062017255,22.5074409176,0.0384724103,0.0563201451,11.4541012857,204.8944858853
6.3045482455,0.1317320586,0.1170898383,0.023218729,0.1105532164,0.1065340507,0.000720138,0.0010764275,1.0926840929,1847.9965446026,0.4954987531,0.3367388576,0.0062485301,35.7264072657,0.0434839508,0.0558034096,10.6897709017,184.4187575373
5.9208687351,0.1356428046,0.1484946334,0.0360534054,0.1504000469,0.0851443329,0.0007331997,0.0009273384,1.0204536444,1760.6389227817,0.5960476923,0.2801558628,0.0042212963,26.8775388843,0.0485058795,0.0695373623,11.1679763144,183.7471182971
8.4418637591,0.178071154,0.1141238886,0.0301838864,0.0994339575,0.0856484527,0.0006196667,0.0013467439,1.0473011277,1936.0161950829,0.6392341746,0.322597578,0.0056395564,34.6986564585,0.0461478065,0.059922653,10.4868060029,192.15212569
6.1219370071,0.1540672546,0.116659209,0.0312298624,0.1376586781,0.0855320194,0.0007894281,0.001298828,0.9840625732,1393.7583101091,0.5102845461,0.3253715446,0.0060992553,31.7609193227,0.0449020009,0.0539072374,10.1669319633,165.8883812269
9.3690206599,0.1843289699,0.1351008228,0.0284217404,0.1498390468,0.0712955669,0.0005216048,0.0012526334,1.0119763137,1451.9448843945,0.6069193363,0.2139673055,0.0061946276,24.3992325088,0.0388603133,0.0665313891,9.5848017577,144.7031340088
6.9148984665,0.193020688,0.1342166404,0.0243996632,0.1161002459,0.1074764909,0.0007444029,0.001159475,1.0165558006,1486.7693026689,0.6650341201,0.3074336196,0.0054876213,27.9365882949,0.0395881986,0.0720719593,12.0326779435,219.9576639805
8.3782732569,0.1499715677,0.1237263193,0.0271917155,0.1045742118,0.0681606068,0.000550437,0.0011301347,1.0087419482,1785.0104632143,0.6021962185,0.2984303722,0.0049282249,29.5579293754,0.057963825,0.0698629038,11.1529279525,204.7079280887
8.0744277849,0.1897416998,0.1024354564,0.0316659123,0.0992345952,0.0916064541,0.0008306658,0.0013609746,0.9701060865,1466.261079393,0.5555193404,0.2161015231,0.0048046236,37.4126548253,0.0548259947,0.0556557281,7.7857321654,165.1840607288
6.7465444217,0.1422499247,0.1475577915,0.029950833,0.1182941721,0.0735940476,0.0005706675,0.0008641498,1.0347605986,1568.6442184986,0.5183139201,0.258838452,0.005819314,29.3657113277,0.0610628192,0.0527939549,12.2642549965,221.1789689026
6.0033110975,0.1244774595,0.1240882906,0.0260612611,0.1524177418,0.0747667119,0.0005212154,0.0008637106,1.204477478,1504.0206130034,0.7196344332,0.2096389006,0.0053996534,24.8629236366,0.0612687511,0.0801672284,9.9122454097,151.816237678
8.061068609,0.157554537,0.152096217,0.0359054187,0.1509722578,0.0951100163,0.0005908145,0.00111495,1.1867375635,1909.7796512993,0.6801026495,0.3147448314,0.0051291601,32.5509373855,0.0605175264,0.06754599,12.4372315212,141.1035769208
5.9910652134,0.1432545967,0.1498591969,0.026534575,0.1425653528,0.1006739874,0.0007754766,0.0008564591,1.0244844521,1211.8588466747,0.5347766716,0.3317487984,0.0052549185,37.4856021951,0.0502913808,0.0644737485,12.3924218351,170.1436614149
8.3052556197,0.1508188682,0.1447993564,0.0304507843,0.1263286102,0.0768975206,0.0005514778,0.0013758207,1.2465849944,1346.8468496305,0.5875126121,0.2537424923,0.0042334109,34.7983922762,0.0586095755,0.0844094961,10.4155051188,168.1567842136
9.3075765643,0.1530075006,0.1335292832,0.0303242116,0.1563156121,0.0898329903,0.0007430612,0.0012600611,1.0909880567,1811.2232192715,0.590651737,0.2496497757,0.0043071523,36.4398737706,0.0501775181,0.0795650672,10.6545374566,169.8172569941
9.0670337286,0.1241531749,0.1118353318,0.0343910656,0.1008702805,0.0820818908,0.0006201868,0.0010635713,1.0646288205,1734.2692182181,0.4849015922,0.3017923495,0.0055210832,32.2727688268,0.0375641752,0.0742674873,11.2587516153,176.0629401791
9.172007513,0.203839122,0.1418708212,0.032299907,0.1068308633,0.0935460083,0.0007697323,0.0011430646,0.8855654699,1510.1108494703,0.5956262704,0.2224068965,0.0050615719,23.3028239398,0.0480704694,0.0560291913,12.0735857495,208.5215339248
6.8325582264,0.1447070817,0.0980594252,0.0299730425,0.1423000784,0.0910132635,0.0006773032,0.0013692633,0.8505121151,1595.5585386494,0.4989365881,0.2214143882,0.0058038135,25.7007947783,0.0596738028,0.0607738983,12.467176949,147.0071856549
6.4102810672,0.1721091841,0.1218377553,0.0256992719,0.1171679775,0.0890260253,0.0005401164,0.001227401,1.19147244,1238.484811644,0.6421780053,0.3017114666,0.0042538928,30.081886849,0.0539224981,0.0829103201,11.067608959,184.2497647549
7.3612753213,0.190728407,0.1416465973,0.0352096724,0.1305273295,0.072483489,0.0006906747,0.0010893906,0.973166887,1721.6264320048,0.4912286306,0.2200226381,0.0044760452,32.6368779133,0.0417262038,0.0619524164,10.1951563131,162.054131832
8.7445141662,0.1392362639,0.1046279041,0.0241131789,0.1259990504,0.0810114194,0.000771411,0.0011668759,1.0273486647,1644.5916214934,0.6102117372,0.3014437708,0.0043844155,35.9803240797,0.0451324551,0.0620561935,8.7042421148,162.0166133053
7.9710087428,0.2063181615,0.1220023086,0.0251283564,0.1458087838,0.0795864581,0.0007715295,0.0013017932,0.9447970495,1511.3862681861,0.6065808092,0.3365428669,0.0058643197,27.3446875298,0.058325807,0.0825310057,11.0811826771,199.0703233703
7.7627253607,0.1265064165,0.0969752277,0.0251344523,0.1156511473,0.1001745181,0.0006603341,0.0011521256,0.7813793068,1943.4595638936,0.6731560608,0.2384651513,0.0039236955,25.8113210325,0.0590626427,0.059064147,8.3320257423,163.2843463568
9.5763061321,0.2006282591,0.105422131,0.0231636207,0.1469594203,0.0985254477,0.0007729883,0.0009250785,1.1707990336,1447.937663836,0.6079365951,0.2585451715,0.0042618407,24.7948001995,0.0459625224,0.0624987412,10.6290928133,210.9920575091
6.0582109965,0.203346583,0.1251259163,0.0296016203,0.1159205238,0.1030246847,0.0005285769,0.001303537,1.1201435883,1741.8565683929,0.5357782381,0.3149477683,0.0050785361,28.8244102876,0.0420454729,0.0829594212,12.3918318231,169.7357267564
9.7008724105,0.1993364794,0.0934150131,0.0268904554,0.0982286846,0.10591057,0.0005210914,0.0011996992,1.194765804,1443.7378013367,0.6643702361,0.2381634774,0.0054993128,35.1850254319,0.053069134,0.0658569561,11.3625264026,199.6006444354
6.3623973803,0.1977412635,0.098838799,0.0253185146,0.1478204285,0.0867217282,0.0006572017,0.0013859584,0.7757634679,1535.6290138649,0.5297114586,0.2706804125,0.0061989138,24.4517824437,0.0416727442,0.0737893303,8.8556220518,207.3352161906
8.9981306416,0.1646058033,0.1153762236,0.0339793594,0.1152447219,0.0887002316,0.0007498027,0.0012459964,0.7852945631,1236.7162596251,0.5157034481,0.2359788599,0.0055188113,23.1945603712,0.0624780058,0.0567801841,8.574852583,208.6236224592
6.7798332406,0.1548291855,0.1069029073,0.0229884133,0.1194445963,0.0831512242,0.0006742574,0.0013444356,0.9150406297,1665.5154051995,0.474164508,0.2783595313,0.0053383164,33.0237097512,0.0495613507,0.0590016476,8.6082002849,161.4018968957
6.8067248339,0.1759956476,0.1007109415,0.0347139125,0.1031977644,0.1106554868,0.0008231902,0.001385712,0.8461858871,1834.9712574351,0.6646526281,0.2106802947,0.0059326361,32.0574035449,0.0416534031,0.0634851875,12.1828561829,163.0854693928
8.4708794084,0.1477931946,0.0957509168,0.0253967733,0.1433341304,0.0816619361,0.0006170584,0.0008546506,1.0117263439,1439.9216147154,0.497642034,0.2452517342,0.0059566312,29.4816811326,0.0550307603,0.0535299106,8.4536951116,200.4833571784
6.2576991804,0.1887547686,0.1121771548,0.0312239998,0.0990382227,0.0819618651,0.0006322069,0.0008670098,1.0939148123,1449.3341480987,0.5437356083,0.2531797442,0.0052287933,33.8170314057,0.0594069592,0.0563243016,9.3782417121,215.210368371
9.394317553,0.124391808,0.0996084035,0.0243536084,0.118193608,0.0772495586,0.0006977274,0.0011252155,1.1128313118,1261.7827985652,0.5557098634,0.2908574599,0.0057570089,36.538926503,0.0443417299,0.0608955766,10.4220639346,194.1354390047
6.4185237526,0.1849073739,0.154232504,0.0276685302,0.1232108836,0.0689138953,0.000604531,0.0013175615,0.8831200597,1983.0502424905,0.5995736689,0.3031458289,0.0043369468,24.0936001816,0.0459131543,0.0784254161,8.9502657484,189.3783911741
9.7245415593,0.1288608502,0.1065817062,0.0314347757,0.13471958,0.0788566714,0.000641543,0.0013324873,1.0256038489,1477.7052437225,0.6533897364,0.2699261875,0.0056325268,22.7539125678,0.0441669994,0.0528284566,9.2671807405,224.3531112783
6.0500922994,0.1370302934,0.0939308615,0.0302370775,0.1132968608,0.0793119689,0.0007777543,0.0012332419,1.2150982783,1872.3463151851,0.686467428,0.2164311931,0.0042316787,33.9296453871,0.0503911664,0.0700919947,11.3223826475,167.0890364914
9.4737456364,0.1562051356,0.1494187875,0.0263404888,0.1563628602,0.0912470588,0.0008404258,0.0012228447,0.762197224,1712.4392883591,0.5548380443,0.2095201488,0.0056735223,36.8568183369,0.0615780898,0.056004976,9.4066667712,171.9541400327
6.8114323099,0.1346491128,0.0986019419,0.0264119532,0.1333322769,0.099587936,0.0006581351,0.0012164122,0.7724480899,1460.8316605723,0.6461528976,0.3358497766,0.0039249681,28.5962804507,0.062022351,0.0752758054,11.3361179079,217.5608676081
5.972855066,0.1482996334,0.1540572819,0.0318212538,0.1492453093,0.0745115669,0.0005879469,0.0012677621,0.9471524326,1458.4261806853,0.7020689301,0.2386540611,0.0056267562,34.3649766921,0.0480353496,0.083407751,11.1111534037,139.2237747758
8.7303809456,0.1654678202,0.1446584424,0.0289433666,0.1318296346,0.0821285221,0.0005596737,0.0011196552,0.7551719446,1316.5740763486,0.559470699,0.31207866,0.0053900624,29.7000288846,0.0497265802,0.087145348,11.1868422577,206.5970065088
7.5652717552,0.1558938813,0.1181060272,0.0274454501,0.1002953976,0.0707444922,0.0007861815,0.0013560341,1.2393117264,1460.2658791996,0.5483041686,0.2230899424,0.006033755,25.4800080473,0.0424543805,0.0657126094,12.1228549762,170.5939422911
8.5404963739,0.1966902913,0.0979908834,0.0249952673,0.1047575229,0.0913189461,0.000541699,0.0010238338,0.8967376599,1660.4672703271,0.5817734074,0.3217869411,0.0040899911,31.5763852914,0.0557636042,0.0780595567,7.7901692727,202.728987403
8.8970949826,0.176272312,0.1075565809,0.0229162938,0.1353262135,0.0973708071,0.000790321,0.0012599507,1.0873650972,1403.0620575915,0.6487864244,0.2295646541,0.00414344,33.8282937956,0.039780359,0.0769764324,8.3776020889,210.8829724016
7.4980924244,0.1889521306,0.0930740408,0.0266709822,0.1360675516,0.1092455375,0.0005727076,0.0012861436,1.1292825887,1495.9756604145,0.452602596,0.2896775685,0.0061142929,24.009650833,0.0498768582,0.056093127,7.8394069088,181.2293169558
7.6059191645,0.1239692661,0.0981596256,0.0242903066,0.1562882002,0.076558865,0.0005255874,0.001174359,1.1109602006,1918.1303804259,0.5855487743,0.3312115588,0.0055892065,23.4415375905,0.0549536381,0.082222079,11.1128811665,186.5496926381
6.0000086871,0.1309133719,0.1342819478,0.0232284149,0.144129218,0.0827903286,0.0006476964,0.0011447586,0.9375338485,1597.8332987055,0.5927220258,0.2246297801,0.0060341672,23.1204813541,0.0461683085,0.08196756,11.1657909515,163.8479771163
9.1119838873,0.1640619845,0.1288321526,0.0240628206,0.1487878089,0.0899821676,0.000668113,0.0010467064,0.8542445798,1242.718469665,0.6623751151,0.332454524,0.0054623521,24.4200287869,0.0469824761,0.0718663669,9.4854316318,156.5460101486
8.1988036606,0.1877233856,0.1040812351,0.0220525562,0.1449264499,0.0800603359,0.0006349722,0.001318488,1.1882548872,1774.7230014774,0.5543991917,0.2757453837,0.0058639863,22.9513546859,0.0571529449,0.0782101366,9.7694461265,224.1705600874
6.3555265755,0.141923129,0.0968791111,0.0314485395,0.1592169887,0.1009386283,0.0006187463,0.0009455113,0.9833241259,1800.6834677449,0.5024220301,0.2618503619,0.0049754966,35.8102533236,0.0596529869,0.0743753134,10.6769099216,167.1885986883
6.0403030937,0.2028001996,0.1408771262,0.029150908,0.1311876997,0.1041902083,0.0007593181,0.0011257932,1.1319892454,1698.5475372279,0.5138529951,0.3159318135,0.0047028296,28.9184414419,0.0489742473,0.0723128788,10.0131258059,169.937034484
9.0173926295,0.1797569147,0.1282926702,0.0360935502,0.1343149541,0.0974427243,0.0007690709,0.0012194682,1.1544423945,1360.4930631462,0.4579566513,0.3426015106,0.0043699507,36.9728484888,0.0427307204,0.0860942839,9.9721391591,172.7575215459
9.6787873411,0.1376721834,0.1209504739,0.0333707215,0.1437968678,0.0942239078,0.0006296664,0.0012104027,0.9548189411,1912.1357266574,0.5801916534,0.2623257686,0.0041613503,34.6517714626,0.0441867719,0.057154544,10.4270004578,158.7755152881
8.8950505309,0.1239481197,0.129538179,0.025655902,0.1496730553,0.0744371417,0.0005936082,0.0011105937,0.8069184286,1389.2177224915,0.4603329126,0.3253109065,0.0056063597,36.7142811456,0.0438625465,0.0785587236,8.6070545973,162.3857670473
7.9965021843,0.1798295801,0.1195689761,0.0237111002,0.1363468807,0.0781376004,0.0006182955,0.0012981806,1.1969490306,1608.9884533335,0.664139591,0.2449735859,0.0052106169,37.3243568411,0.0393199866,0.0547297782,12.426703123,146.8157605132
9.5484936922,0.1744610437,0.1127471585,0.0267987755,0.157086701,0.0920469494,0.0006268445,0.0008957926,0.8535496526,1807.832803926,0.7106872427,0.3195362548,0.0039675909,32.1202833253,0.0505402078,0.0769560792,12.3871392607,161.8635779553
9.19592583,0.1521590956,0.122641015,0.0241563134,0.0985909075,0.0809008199,0.0005864985,0.0011096263,0.8364554026,1756.4149338107,0.7393777638,0.2101918242,0.0062316986,30.2027550906,0.0431104781,0.0749448433,10.9467786448,194.0024443794
8.3538241224,0.1563788403,0.1224540752,0.0267244727,0.1139702639,0.0977606668,0.0005646681,0.0012687187,1.0918573325,1768.0550540422,0.7014418819,0.2486603579,0.0040527133,31.4434960301,0.0623812255,0.0714494454,9.7056568636,206.2840188145
6.248156288,0.1368586388,0.137722407,0.0227911306,0.1564286954,0.0763974643,0.0005715973,0.0011674696,0.85445754,1625.9738634422,0.6060801531,0.2407892454,0.0044778609,28.0040285879,0.059738066,0.0828942326,7.9197505344,180.9956444297
7.1459656091,0.169424824,0.1045079298,0.0338495017,0.1325881094,0.1005598904,0.0006573038,0.0011270805,0.8860950912,1663.2900378917,0.4784163998,0.2215112939,0.0055696664,23.891041456,0.0573226264,0.0664412139,8.2806991362,184.7812621589
6.8549771842,0.1356819779,0.1178659366,0.0337036174,0.1063484226,0.0758231802,0.0007118654,0.0010679611,1.1124633327,1594.8851613437,0.4749376635,0.3238403892,0.0050692038,30.7657179839,0.046038859,0.0782592992,12.1159474857,182.0351578182
8.8418437403,0.1695379034,0.1068062377,0.0297376022,0.1096284553,0.1116216489,0.0007866274,0.0012722991,1.0299327065,1768.6140280621,0.4981447468,0.282791906,0.004904181,26.5547657204,0.0596966255,0.0792436366,9.9769762709,216.8846278953
7.4677396078,0.1899673361,0.1203308456,0.0281415593,0.1402306739,0.1111754756,0.0006792583,0.000979747,0.7795620851,1840.2944172167,0.6223416473,0.2102660165,0.0045714552,29.8391257899,0.0508113072,0.087326916,9.9922488577,184.7126349144
6.242591994,0.164998623,0.1165813736,0.0332767042,0.1147559234,0.0897807888,0.0006849213,0.0014001096,1.1232673681,1550.0293421712,0.7454506932,0.2474477773,0.0052168961,25.6468004353,0.0506994398,0.0688236435,11.8889727085,191.2533639933
6.9498553325,0.1393417844,0.1442665734,0.0336031317,0.1331918796,0.1119460629,0.000579026,0.0011247874,1.0450081688,1899.1827504538,0.5938899498,0.2332600661,0.0057227174,30.7423603092,0.04058184,0.0587765609,7.8960976739,193.6626184401
8.6072847827,0.1791323583,0.1135343533,0.0315567076,0.1223833305,0.1118495324,0.0005268914,0.0009968898,1.2064980539,1249.5351048492,0.5433940418,0.291976906,0.004060764,34.023348926,0.0451920906,0.0770495547,8.4100667629,219.2257963952
7.1012187376,0.1346719699,0.1029114125,0.0235603152,0.0991309806,0.0677576121,0.0005870872,0.0013146742,1.1632049272,1260.1311606317,0.5051423883,0.3206931908,0.0057679833,33.8707412674,0.0440703637,0.0605959793,8.8465984991,174.6373179165
7.2520925289,0.1448162288,0.1045928975,0.031292094,0.1083844649,0.0708275897,0.0005489356,0.0011350524,0.9291615352,1925.982610025,0.480825903,0.2441155057,0.0050567758,28.2892931294,0.0551771276,0.0672886262,11.1259838707,180.3520220673
8.76165452,0.1816723457,0.0982181041,0.0228309735,0.1493002678,0.0804970838,0.0007366278,0.0011475689,1.1807917795,1881.103935738,0.5396316965,0.3356027339,0.0038200775,37.2196839015,0.0504501269,0.0721559523,11.724626848,195.2241654973
6.8891599282,0.2057608753,0.1282034295,0.0276941145,0.1211387091,0.0881788081,0.0005851962,0.0010382157,0.9903307662,1953.887904995,0.4837360643,0.3125374493,0.0045910166,26.2621959761,0.0539401847,0.0835001675,10.9615378493,190.2387165572
7.8675672736,0.1621580105,0.117609198,0.0310789275,0.1387638574,0.0865060426,0.0005314704,0.0009053823,0.8100191934,1512.999408478,0.6251192402,0.2453565054,0.0060268389,27.550627978,0.0468722385,0.0694791196,10.5646037589,164.8879543296
6.2286848674,0.1753235042,0.1487241713,0.0317670314,0.1055502957,0.1113844896,0.0008370616,0.0011658572,1.0267721345,1705.852927873,0.5285264323,0.3375745317,0.0053516493,33.713349726,0.0622234682,0.0578795558,12.1092455439,200.1518709966
9.4909737022,0.1752675938,0.0933019164,0.0272171324,0.1093437956,0.0752408058,0.0005297731,0.0013868683,1.2413757782,1443.8479757126,0.6163179269,0.235162748,0.0060720602,29.9577912186,0.0435853869,0.0763671089,12.2667572827,162.8602414977
9.5554900689,0.1933461122,0.1126583158,0.025200968,0.1000563129,0.0946121997,0.0005203806,0.0013267881,1.2323530797,1610.2042392424,0.4646013517,0.2655253324,0.0044459305,23.1164363838,0.0470894091,0.0649998083,12.0689932352,145.2355990853
8.0477921977,0.1526869317,0.1147318989,0.0232783604,0.1373384372,0.0763085711,0.0006684382,0.0013388276,1.0023360528,1832.0602317438,0.5330283667,0.2512880223,0.0052498713,32.8166321293,0.047513174,0.0637227866,11.7800563332,161.3917494923
8.4493597046,0.1825540035,0.1079679638,0.0363160796,0.1233972138,0.0971997647,0.0006712454,0.001350761,0.9824306945,1760.0504266432,0.748101382,0.3399349958,0.0055790952,37.4235608768,0.0490562878,0.085068612,8.9097059035,186.4271383382
9.6486857998,0.1989506574,0.1138268932,0.0258101002,0.1310766288,0.1122544611,0.0006152364,0.0012015835,1.2009763591,1583.4366525681,0.6869772427,0.2844699882,0.0058414687,26.7664011224,0.0385707721,0.0699966635,10.0385924275,164.8601363919
5.9492015847,0.1517140031,0.0959444278,0.0263000027,0.1542028793,0.1123877685,0.0005894564,0.0010641139,1.1906426669,1214.6532621426,0.6215917564,0.2636678027,0.0061504461,23.9572539561,0.0583470736,0.0682553607,7.8673249289,135.1044091983
6.3521607952,0.1778759599,0.1178033154,0.0351137528,0.1575524017,0.1009057927,0.0007448208,0.001096673,1.1270112737,1725.234282078,0.6390204805,0.2324994825,0.0040097045,36.9408319194,0.043134633,0.0784804126,8.3172693616,149.8250598356
6.7525442275,0.1804303852,0.1165412258,0.0244307183,0.1306742511,0.1085543754,0.0007788039,0.0009755372,1.0304869037,1258.4120931233,0.6733929189,0.3057656833,0.0044747096,23.2078621285,0.0458830653,0.0852635532,11.0453419525,222.4443673064
6.9948817346,0.1348298095,0.1122045665,0.0224743362,0.1031116685,0.0945540967,0.0007222817,0.0013282845,1.1136199957,1701.7612948496,0.4644163796,0.2395588809,0.0060788103,33.7658124859,0.0451432268,0.0822894636,12.3748078067,212.8668848041
8.7393052864,0.1600230005,0.0942709552,0.027980984,0.1010251478,0.1055451688,0.0005737412,0.0009998404,1.1311868508,1361.5947581533,0.626835282,0.2760775,0.0054079661,24.6861131724,0.0378031027,0.0526164332,12.4458545585,182.9106314675
6.7574411194,0.2058870513,0.142713384,0.0362976343,0.104490577,0.0825028666,0.0008185313,0.0010128315,1.0408096392,1934.1351463289,0.566287926,0.2304802396,0.0057117377,33.8451336213,0.0434005646,0.0724533822,10.4610606707,220.7437122156
6.0207303122,0.1338497405,0.1242562084,0.0361453132,0.1191546266,0.0717544623,0.0007843838,0.0009526647,1.0091407933,1664.3129879113,0.577961602,0.2335894802,0.0054110206,28.7117293563,0.0406343281,0.0633402305,7.6641932522,159.3770842814
9.4897132477,0.1883004328,0.1151870554,0.0258803414,0.1158537565,0.0756775026,0.0008308994,0.0012415486,0.8230044194,1448.5029525114,0.4702677485,0.3364282536,0.0060073029,29.8080160563,0.0402012725,0.0863382845,11.8305639032,213.078859915
8.6385259305,0.2002455339,0.1298621495,0.0286552756,0.1126283368,0.0808906625,0.0005927519,0.0013583859,1.0571398833,1569.3725766135,0.7050120897,0.2627301595,0.0052082856,25.3271228889,0.042558069,0.0662522971,10.9772665538,169.2225792013
7.132061657,0.1970804181,0.1230665342,0.0342535739,0.1013633328,0.0909586627,0.0005965734,0.0008549728,0.9586618442,1836.3117648676,0.5885672149,0.266951151,0.0044285555,35.0533280261,0.0398934132,0.0805179347,9.0058017104,218.0157737167
7.0237654794,0.1632601617,0.098577771,0.0312485402,0.160125396,0.077663705,0.000643775,0.0011604668,1.0222955289,1214.0690479789,0.6842954728,0.320877064,0.005033796,22.6445505341,0.0492574382,0.0786710874,8.5116422566,188.2852518129
